5.5749,6.6279,0
3.1572,1.9821,0
3.2473,3.9735,0
6.3449,5.3942,0
4.0645,5.5566,0
7.6122,6.4454,0
6.7575,3.7165,0
3.3385,1.4867,0
5.6417,5.8338,0
6.2576,4.694,0
5.3367,5.3534,0
3.9806,6.4254,0
6.8014,5.5081,0
10.384,7.0789,0
5.1225,6.9739,0
5.9035,6.815,0
7.8008,7.0004,0
4.2089,3.3863,0
3.5276,4.2594,0
5.2714,4.2042,0
1.2395,4.4227,0
3.528,5.7341,0
3.4331,2.3236,0
6.7629,5.1362,0
4.1116,5.1015,0
3.4361,4.9703,0
4.1115,4.8154,0
4.037,1.8625,0
7.1277,5.215,0
4.3769,6.0302,0
3.3049,7.6401,0
6.2531,6.6424,0
5.6922,2.6886,0
6.3288,6.0955,0
3.9617,6.3322,0
2.6337,5.1105,0
5.4733,3.6073,0
4.9049,4.0966,0
4.9088,5.5499,0
4.1814,6.8791,0
5.6141,5.0772,0
5.1629,5.0343,0
4.6839,6.7603,0
4.3791,6.6636,0
0.79179,4.185,0
7.1282,3.825,0
6.3187,4.5905,0
4.8978,5.9905,0
9.0054,7.8968,0
7.112,6.5818,0
4.0748,3.9754,0
2.2449,4.4824,0
3.1317,2.1491,0
3.0013,5.6759,0
5.909,4.3623,0
5.1441,7.9257,0
7.5432,5.1486,0
2.9368,3.7304,0
5.5194,4.4458,0
5.3523,8.3877,0
4.2926,5.5564,0
2.8285,1.7583,0
6.7926,3.4793,0
8.5163,7.9547,0
6.5318,5.9416,0
6.1625,6.4753,0
2.907,2.3807,0
6.0554,4.2319,0
7.599,6.4128,0
6.5172,2.6371,0
5.2587,5.1009,0
4.5003,5.5649,0
6.0124,3.7306,0
3.2406,3.8646,0
2.5887,6.0878,0
2.0674,6.3973,0
4.4886,3.1206,0
3.5373,5.1372,0
7.0832,5.9322,0
4.7074,3.1068,0
6.4413,7.0066,0
1.1382,2.8581,0
3.9149,5.6483,0
3.3451,2.4188,0
6.3884,5.4276,0
5.8547,6.4102,0
10.004,7.4596,0
8.4375,5.3328,0
7.5517,6.732,0
4.2873,3.5465,0
0.30016,1.6077,0
6.0213,5.8544,0
4.8852,6.1663,0
4.5061,5.5227,0
7.9332,4.3982,0
-0.28774,4.211,0
4.129,4.9583,0
1.4093,3.8504,0
2.7949,3.7934,0
5.7045,4.8125,0
6.7349,7.2194,0
4.4836,3.9481,0
3.5543,3.2822,0
7.8567,6.2339,0
5.808,6.0959,0
6.6117,5.2418,0
6.9226,8.2461,0
7.3226,7.2616,0
9.4565,8.4104,0
6.3031,7.3109,0
6.2263,4.9943,0
5.6394,0.69073,0
6.0336,7.398,0
4.9654,4.1539,0
5.0149,8.1991,0
5.4239,5.6089,0
1.0585,1.8596,0
7.0952,3.5524,0
6.2124,4.5011,0
5.5432,4.9476,0
6.4239,6.3063,0
4.0545,3.1691,0
3.3254,6.7422,0
6.0439,6.8324,0
6.9985,5.0266,0
5.9971,1.9243,0
4.4844,4.7106,0
2.3568,4.5495,0
6.5984,6.8596,0
6.0201,4.4829,0
7.3617,4.5033,0
5.917,6.4346,0
4.3402,6.2495,0
5.8298,4.5332,0
5.4001,5.8905,0
2.5366,3.9657,0
4.3177,4.9297,0
3.9114,4.7231,0
4.1136,3.2217,0
4.5313,3.2899,0
3.3821,4.6888,0
5.424,5.781,0
5.5731,3.167,0
4.2682,5.7649,0
4.2859,3.3662,0
8.2253,7.9847,0
7.4361,5.4393,0
3.1271,3.4422,0
6.0503,6.8815,0
4.1728,4.3887,0
4.3428,4.8372,0
3.7026,1.5173,0
2.4278,1.7276,0
7.062,6.4094,0
1.6566,2.6066,0
4.7871,5.3155,0
5.391,5.8356,0
2.1272,1.0467,0
6.4625,6.6673,0
5.3383,6.0761,0
4.6861,4.1133,0
4.1077,6.0195,0
4.4877,2.913,0
6.1152,7.4966,0
1.7393,3.5803,0
5.7992,2.149,0
2.5197,1.8778,0
4.8147,3.9321,0
6.9296,6.2463,0
6.7983,3.6569,0
3.457,3.8957,0
5.5316,6.4691,0
2.7862,3.261,0
4.8771,3.61,0
7.2019,7.6398,0
1.7721,3.0779,0
8.0189,6.3254,0
6.2587,5.855,0
2.7011,4.7118,0
8.0831,5.3733,0
6.1256,4.5946,0
6.5631,3.9424,0
5.5259,7.8565,0
4.9235,4.8234,0
7.016,3.744,0
3.0137,6.2145,0
2.0424,4.9862,0
4.6579,3.2096,0
4.9205,2.3255,0
3.2662,5.1048,0
5.393,5.5981,0
6.2099,5.7551,0
6.6722,2.029,0
7.2761,6.6573,0
4.7131,5.6783,0
4.1921,6.6613,0
4.7561,5.3639,0
4.2821,3.3542,0
4.8523,3.514,0
6.7633,3.2668,0
4.8466,7.5538,0
4.9953,4.2991,0
2.5336,2.8668,0
3.4066,1.8895,0
8.3917,8.1832,0
4.2159,6.1554,0
1.1085,2.6145,0
4.576,6.4193,0
2.8811,3.334,0
3.7241,3.6598,0
5.79,4.6193,0
7.4304,3.6753,0
7.0514,4.2436,0
2.0589,4.009,0
8.0408,5.4087,0
2.1215,3.6148,0
7.9804,6.6938,0
3.456,5.6484,0
4.5624,5.5217,0
9.654,5.0781,0
6.0803,6.7386,0
8.252,7.0428,0
5.4669,5.5518,0
9.2364,9.9836,0
5.4246,9.309,0
4.4087,7.1421,0
1.3028,1.9207,0
7.3068,6.5965,0
5.8665,6.8279,0
4.5705,6.2985,0
7.9472,5.8228,0
7.987,10.086,0
3.2846,3.0333,0
4.4876,4.4215,0
2.7314,2.4963,0
6.6399,4.4287,0
4.5257,4.2407,0
5.6062,4.5482,0
4.2188,6.3455,0
6.6111,5.4394,0
5.4238,5.284,0
5.6579,5.2216,0
7.2938,8.1342,0
4.7223,6.7612,0
1.0747,1.9344,0
6.6116,6.4106,0
5.812,6.5723,0
5.8994,4.514,0
5.9291,3.4799,0
6.4331,5.3078,0
7.1124,5.3617,0
5.1868,4.9623,0
3.8063,4.4442,0
7.2291,5.0602,0
4.2411,1.9737,0
3.4349,3.0685,0
6.5472,4.8059,0
6.7135,4.4441,0
4.1448,2.2322,0
6.92,5.2471,0
5.5438,9.4421,0
8.2882,6.7527,0
5.0172,3.6198,0
4.9581,4.3774,0
5.1299,6.3252,0
8.8392,7.0992,0
4.1689,6.0881,0
4.5964,8.1584,0
5.5606,3.1715,0
5.8596,5.5183,0
3.1072,3.4325,0
4.0844,4.1982,0
2.2048,3.0452,0
3.6351,3.5161,0
4.7345,4.0301,0
4.0202,0.94021,0
1.1981,2.9821,0
4.5862,3.1275,0
2.9673,4.5073,0
3.2257,4.704,0
5.0421,5.8327,0
4.6107,4.912,0
4.8218,4.2402,0
5.2711,4.9497,0
5.2993,4.1969,0
3.9934,5.6026,0
6.8795,7.5143,0
8.4635,4.9149,0
2.7546,4.0882,0
2.8821,3.44,0
4.6786,4.519,0
1.2634,3.2562,0
4.0137,7.3706,0
1.0595,5.2641,0
3.3827,3.1263,0
2.7269,6.2944,0
5.4607,6.0616,0
4.337,3.2036,0
5.5972,6.9517,0
6.3803,2.5235,0
6.614,0.90732,1
2.9554,2.2122,1
7.0354,-1.4992,1
4.5939,-1.413,1
7.2521,-1.2019,1
6.8795,1.0634,1
4.2167,-3.0333,1
8.1723,0.91187,1
6.9959,-1.775,1
5.5002,0.17379,1
4.2617,-0.269,1
5.5543,0.70617,1
7.8448,1.1887,1
3.6328,-2.7605,1
3.3978,0.30892,1
5.6042,1.621,1
5.7651,0.26676,1
6.3758,3.2285,1
5.9827,-1.5311,1
3.2335,2.107,1
8.7467,1.4129,1
6.2794,-1.6164,1
5.6909,0.11326,1
5.903,-0.77341,1
